Order ID,Date,Brand,Model,Region,Specification,Store Name,Unit Price,Cost per Unit,Quantity,Sales,Profit,Revenue
ORD0895,2023-03-25,Amazfit,GTR 4,Central,"AMOLED, Military Std",Tech World,219,122,6,1314,582,1314
ORD0896,2024-02-02,Garmin,Forerunner 955,North,AMOLED,Online Mart,506,449,10,5060,570,5060
ORD0897,2021-09-22,Garmin,Venu 2,East,"Military Std, GPS + Cellular, Bluetooth Only",SmartTech,391,319,10,3910,720,3910
ORD0898,2023-06-04,Garmin,Instinct 2,North,"Military Std, GPS + Cellular",SmartTech,338,267,5,1690,355,1690
ORD0899,2022-04-03,Apple,Watch SE,East,Bluetooth Only,Fit Gear,269,212,8,2152,456,2152
ORD0900,2024-11-01,Samsung,Galaxy Watch 6,South,GPS + Cellular,iHub,345,322,10,3450,230,3450
ORD0901,2020-10-29,Amazfit,GTR 4,West,"Bluetooth Only, EDA Sensor",Tech World,218,127,2,436,182,436
ORD0902,2024-01-08,Amazfit,GTR 4,North,Bluetooth Only,Gadget Zone,205,126,7,1435,553,1435
ORD0903,2024-04-03,Garmin,Instinct 2,East,"GPS, GPS + Cellular",Digital Mall,321,271,3,963,150,963
ORD0904,2020-10-01,Amazfit,GTS 4 Mini,West,"Rugged, Health Monitor",Tech World,105,18,4,420,348,420
ORD0905,2024-11-26,Fitbit,Charge 6,East,Rugged,Gadget Zone,139,112,2,278,54,278
ORD0906,2020-09-03,Apple,Watch Series 8,Central,GPS,Digital Mall,370,350,1,370,20,370
ORD0907,2020-06-04,Garmin,Instinct 2,South,GPS + Cellular,Online Mart,310,246,10,3100,640,3100
ORD0908,2020-05-04,Samsung,Galaxy Watch 5,North,"Sleep Track, EDA Sensor, Bluetooth Only",Fit Gear,317,241,8,2536,608,2536
ORD0909,2020-03-11,Samsung,Galaxy Watch 6,West,"Rugged, EDA Sensor",Digital Mall,361,336,3,1083,75,1083
ORD0910,2024-11-24,Amazfit,T-Rex 2,South,"Military Std, GPS, Bluetooth Only",iHub,219,148,1,219,71,219
ORD0911,2022-08-16,Garmin,Venu 2,Central,"Health Monitor, GPS + Cellular, GPS",Gadget Zone,370,326,4,1480,176,1480
ORD0912,2021-01-31,Samsung,Galaxy Watch 6,East,Bluetooth Only,Digital Mall,363,324,5,1815,195,1815
ORD0913,2023-02-21,Apple,Watch SE,East,"GPS + Cellular, AMOLED",SmartTech,270,193,7,1890,539,1890
ORD0914,2020-07-26,Samsung,Galaxy Watch 5,Central,"Health Monitor, Military Std, Rugged",Online Mart,347,276,4,1388,284,1388
ORD0915,2020-08-15,Fitbit,Sense 2,East,"GPS + Cellular, Bluetooth Only",SmartTech,280,184,7,1960,672,1960
ORD0916,2024-08-27,Apple,Watch SE,West,"Health Monitor, Bluetooth Only",SmartTech,270,200,7,1890,490,1890
ORD0917,2023-08-22,Garmin,Instinct 2,North,"Rugged, Sleep Track",Fit Gear,335,272,7,2345,441,2345
ORD0918,2021-08-02,Apple,Watch Ultra 2,North,Health Monitor,Tech World,799,699,5,3995,500,3995
ORD0919,2022-11-06,Samsung,Galaxy Watch 6,Central,"Military Std, Rugged",SmartTech,355,315,3,1065,120,1065
ORD0920,2021-08-07,Garmin,Forerunner 955,East,GPS,Digital Mall,503,404,3,1509,297,1509
ORD0921,2021-01-06,Samsung,Galaxy Watch 6,South,"Rugged, Sleep Track",iHub,332,239,2,664,186,664
ORD0922,2023-03-03,Amazfit,T-Rex 2,West,GPS,Gadget Zone,238,213,2,476,50,476
ORD0923,2023-11-05,Apple,Watch Series 9,East,"AMOLED, Health Monitor, GPS",Digital Mall,408,375,6,2448,198,2448
ORD0924,2024-05-30,Fitbit,Sense 2,Central,GPS + Cellular,Tech World,271,193,4,1084,312,1084
ORD0925,2021-07-24,Amazfit,GTR 4,North,"EDA Sensor, Health Monitor, GPS",iHub,210,135,6,1260,450,1260
ORD0926,2022-07-01,Amazfit,T-Rex 2,East,Health Monitor,iHub,241,149,2,482,184,482
ORD0927,2022-02-15,Amazfit,GTR 4,West,"Sleep Track, GPS + Cellular",iHub,207,130,7,1449,539,1449
ORD0928,2023-04-30,Apple,Watch SE,South,"Rugged, Sleep Track",Tech World,250,201,7,1750,343,1750
ORD0929,2021-06-19,Samsung,Galaxy Watch 6,West,Sleep Track,iHub,329,302,4,1316,108,1316
ORD0930,2022-12-09,Amazfit,T-Rex 2,Central,"Health Monitor, EDA Sensor, GPS + Cellular",Fit Gear,241,148,7,1687,651,1687
ORD0931,2021-02-14,Fitbit,Versa 4,North,Rugged,Online Mart,199,101,9,1791,882,1791
ORD0932,2021-01-22,Fitbit,Versa 4,South,"GPS, Military Std, GPS + Cellular",SmartTech,229,136,6,1374,558,1374
ORD0933,2024-05-23,Apple,Watch Series 8,Central,"Rugged, GPS",Fit Gear,374,312,3,1122,186,1122
ORD0934,2021-05-29,Garmin,Forerunner 955,West,GPS + Cellular,iHub,523,467,3,1569,168,1569
ORD0935,2022-02-12,Garmin,Forerunner 955,East,"GPS, Bluetooth Only",Fit Gear,528,460,9,4752,612,4752
ORD0936,2023-05-27,Fitbit,Charge 6,East,"AMOLED, GPS + Cellular, Health Monitor",Online Mart,151,117,3,453,102,453
ORD0937,2021-09-11,Apple,Watch Series 8,Central,"Military Std, AMOLED",Gadget Zone,384,305,7,2688,553,2688
ORD0938,2024-01-10,Fitbit,Versa 4,West,"GPS, GPS + Cellular",Tech World,202,111,2,404,182,404
ORD0939,2020-02-16,Apple,Watch Series 9,North,"Military Std, Health Monitor, AMOLED",Digital Mall,449,423,3,1347,78,1347
ORD0940,2024-07-19,Fitbit,Sense 2,East,"Bluetooth Only, Rugged",Gadget Zone,270,229,6,1620,246,1620
ORD0941,2023-01-10,Samsung,Galaxy Watch 6,West,"Military Std, EDA Sensor, AMOLED",Gadget Zone,362,272,10,3620,900,3620
ORD0942,2024-06-10,Samsung,Galaxy Watch 5,South,"Sleep Track, Military Std",Fit Gear,306,260,4,1224,184,1224
ORD0943,2020-09-13,Garmin,Forerunner 955,West,"Bluetooth Only, Military Std",Fit Gear,511,438,3,1533,219,1533
ORD0944,2021-02-14,Fitbit,Versa 4,West,"Rugged, Military Std",SmartTech,202,119,6,1212,498,1212
ORD0945,2024-07-14,Apple,Watch Series 8,North,GPS,Digital Mall,350,254,10,3500,960,3500
ORD0946,2023-08-30,Fitbit,Sense 2,West,GPS + Cellular,Online Mart,283,194,1,283,89,283
ORD0947,2023-01-22,Fitbit,Sense 2,West,"Health Monitor, GPS, EDA Sensor",Digital Mall,286,255,6,1716,186,1716
ORD0948,2024-07-12,Samsung,Galaxy Watch 5,North,GPS,Tech World,314,290,5,1570,120,1570
ORD0949,2022-08-18,Garmin,Venu 2,South,Bluetooth Only,Online Mart,397,300,8,3176,776,3176
ORD0950,2021-11-22,Amazfit,T-Rex 2,North,Military Std,SmartTech,221,130,5,1105,455,1105
ORD0951,2024-12-21,Amazfit,GTS 4 Mini,West,EDA Sensor,Gadget Zone,117,84,9,1053,297,1053
ORD0952,2020-07-10,Samsung,Galaxy Watch 6,North,"EDA Sensor, Health Monitor, AMOLED",Digital Mall,345,301,3,1035,132,1035
ORD0953,2021-07-29,Fitbit,Charge 6,West,Sleep Track,Online Mart,153,58,8,1224,760,1224
ORD0954,2024-03-11,Amazfit,GTS 4 Mini,North,"AMOLED, Rugged, Bluetooth Only",Gadget Zone,112,90,5,560,110,560
ORD0955,2023-04-16,Amazfit,GTR 4,East,"GPS + Cellular, Military Std, Health Monitor",Fit Gear,195,172,5,975,115,975
ORD0956,2021-08-22,Fitbit,Charge 6,West,"GPS + Cellular, Health Monitor, Rugged",Fit Gear,153,69,6,918,504,918
ORD0957,2024-06-02,Samsung,Galaxy Watch 5,West,EDA Sensor,Digital Mall,346,310,4,1384,144,1384
ORD0958,2024-11-19,Fitbit,Charge 6,East,"GPS + Cellular, EDA Sensor",Fit Gear,143,115,5,715,140,715
ORD0959,2023-03-04,Samsung,Galaxy Watch 5,West,GPS + Cellular,Gadget Zone,315,279,4,1260,144,1260
ORD0960,2021-03-27,Garmin,Instinct 2,Central,"GPS + Cellular, Health Monitor",Gadget Zone,304,274,10,3040,300,3040
ORD0961,2022-08-21,Apple,Watch SE,West,"Military Std, AMOLED, Bluetooth Only",iHub,267,172,6,1602,570,1602
ORD0962,2023-05-20,Apple,Watch Series 8,East,"Health Monitor, Sleep Track, Bluetooth Only",iHub,356,261,4,1424,380,1424
ORD0963,2020-01-30,Garmin,Instinct 2,East,"Military Std, GPS",Fit Gear,305,264,2,610,82,610
ORD0964,2023-05-23,Fitbit,Sense 2,North,"Rugged, Health Monitor, EDA Sensor",Fit Gear,297,215,7,2079,574,2079
ORD0965,2020-01-24,Amazfit,T-Rex 2,South,"GPS, Sleep Track, EDA Sensor",Gadget Zone,212,142,6,1272,420,1272
ORD0966,2020-10-10,Fitbit,Sense 2,East,Bluetooth Only,Fit Gear,260,179,6,1560,486,1560
ORD0967,2024-09-24,Apple,Watch SE,East,Bluetooth Only,Tech World,268,229,2,536,78,536
ORD0968,2024-02-28,Amazfit,T-Rex 2,North,"Rugged, Bluetooth Only, Sleep Track",Digital Mall,207,121,7,1449,602,1449
ORD0969,2021-09-08,Fitbit,Versa 4,North,Sleep Track,iHub,205,151,10,2050,540,2050
ORD0970,2021-03-01,Fitbit,Sense 2,Central,"Bluetooth Only, GPS",Fit Gear,277,209,2,554,136,554
ORD0971,2020-03-20,Samsung,Galaxy Watch 5,West,EDA Sensor,Tech World,328,262,9,2952,594,2952
ORD0972,2021-03-04,Amazfit,GTR 4,South,Bluetooth Only,Fit Gear,228,178,8,1824,400,1824
ORD0973,2023-08-07,Samsung,Galaxy Watch 6,West,"AMOLED, Rugged",Digital Mall,340,294,3,1020,138,1020
ORD0974,2024-08-29,Amazfit,GTR 4,West,"Sleep Track, AMOLED",Tech World,183,139,7,1281,308,1281
ORD0975,2022-03-08,Garmin,Venu 2,East,"EDA Sensor, Rugged",iHub,363,282,3,1089,243,1089
ORD0976,2024-11-22,Garmin,Venu 2,East,"GPS + Cellular, Health Monitor",Fit Gear,361,299,1,361,62,361
ORD0977,2020-02-01,Apple,Watch Series 9,South,"Military Std, Sleep Track",iHub,426,338,5,2130,440,2130
ORD0978,2023-01-26,Amazfit,T-Rex 2,South,Rugged,Tech World,235,193,5,1175,210,1175
ORD0979,2022-12-23,Fitbit,Charge 6,Central,"GPS + Cellular, Rugged, Bluetooth Only",iHub,129,54,3,387,225,387
ORD0980,2024-11-21,Apple,Watch SE,East,"GPS, GPS + Cellular",Online Mart,253,154,10,2530,990,2530
ORD0981,2023-05-14,Amazfit,GTS 4 Mini,North,"GPS + Cellular, EDA Sensor, Rugged",iHub,122,75,2,244,94,244
ORD0982,2023-06-15,Fitbit,Versa 4,East,Sleep Track,Tech World,202,147,6,1212,330,1212
ORD0983,2024-03-30,Samsung,Galaxy Watch 5,South,"Rugged, Health Monitor",Tech World,323,270,5,1615,265,1615
ORD0984,2020-04-04,Apple,Watch SE,South,"GPS + Cellular, Rugged, EDA Sensor",Tech World,267,208,3,801,177,801
ORD0985,2024-07-25,Apple,Watch SE,Central,"Military Std, Health Monitor",Fit Gear,273,204,5,1365,345,1365
ORD0986,2020-09-23,Samsung,Galaxy Watch 5,North,"Health Monitor, Sleep Track",Tech World,328,253,6,1968,450,1968
ORD0987,2024-12-14,Garmin,Forerunner 955,South,"GPS + Cellular, Bluetooth Only",Gadget Zone,524,452,1,524,72,524
ORD0988,2022-02-15,Amazfit,GTR 4,Central,"GPS + Cellular, Rugged",SmartTech,214,183,1,214,31,214
ORD0989,2022-07-03,Amazfit,GTS 4 Mini,West,"GPS + Cellular, Rugged",iHub,124,76,5,620,240,620
ORD0990,2021-04-28,Amazfit,GTS 4 Mini,Central,"EDA Sensor, AMOLED",Online Mart,102,59,5,510,215,510
ORD0991,2022-12-30,Fitbit,Charge 6,North,Sleep Track,Digital Mall,153,102,9,1377,459,1377
ORD0992,2023-04-15,Fitbit,Charge 6,East,"EDA Sensor, Bluetooth Only",Gadget Zone,143,80,5,715,315,715
ORD0993,2021-04-13,Apple,Watch Series 8,East,"GPS, AMOLED, Sleep Track",iHub,375,324,2,750,102,750
ORD0994,2021-01-08,Fitbit,Versa 4,North,"Military Std, Sleep Track, GPS",iHub,229,132,4,916,388,916
ORD0995,2023-08-06,Amazfit,GTR 4,East,"Bluetooth Only, Sleep Track",Fit Gear,191,92,9,1719,891,1719
ORD0996,2020-01-31,Samsung,Galaxy Watch 5,Central,"GPS + Cellular, Bluetooth Only",Digital Mall,307,234,4,1228,292,1228
ORD0997,2024-01-24,Garmin,Venu 2,Central,"Military Std, Sleep Track",Tech World,356,322,3,1068,102,1068
ORD0998,2023-09-20,Samsung,Galaxy Watch 6,East,"Rugged, GPS + Cellular, Sleep Track",iHub,365,308,8,2920,456,2920
ORD0999,2020-04-19,Apple,Watch SE,West,Military Std,Digital Mall,252,174,9,2268,702,2268
ORD1000,2022-10-14,Amazfit,GTR 4,North,Military Std,Online Mart,211,155,8,1688,448,1688
